CNN,street1,street2,street3,street4
7425000,JAMESTOWN AVE,HARNEY WAY,,
8385101,LINCOLN WAY,47TH AVE,,
25787000,NOE ST,19TH ST,,
14064000,11TH TI ST,AVENUE H,,
23086000,EUCALYPTUS DR,22ND AVE,,
34008000,NEWHALL ST,BITTING AVE,,
33845000,GRANT AVE,WHITING ST,,
7702000,JUNIPER ST,FOLSOM ST,,
6749000,HARRISON ST,18TH ST,,
25839000,DOLORES ST,ALERT ALY,,
50108000,BLACK PL,END,,
1189000,22ND ST,SOUTH VAN NESS AVE,,
3930000,CHENERY ST,LIPPARD AVE,,
7294000,IRVING ST,17TH AVE,,
7851000,KIRKHAM ST,FUNSTON AVE,,
11558000,SANSOME ST,UNION ST,,
21064000,PRENTISS ST,JARBOE AVE,,
13362000,WALLER ST,FILLMORE ST,,
7710203,JUNIPERO SERRA BLVD,JUNIPERO SERRA BLVD OFF RAMP,,
26652000,WEBSTER ST,BROMLEY PL,,
6665000,HANOVER ST,ALLISON ST,,
20562000,ORDWAY ST,SAN BRUNO AVE,,
9622000,NOE ST,21ST ST,,
24955000,HOBART ALY,TAYLOR ST,,
25714000,LIBERTY ST,SANCHEZ ST,,
20456000,DONNER AVE,JENNINGS ST,,
22190000,HOWTH ST,GENEVA AVE,,
8822000,MASON ST,BROADWAY,,
32962000,SKYVIEW WAY,OLYMPIA WAY,,
51651000,HAWES ST,EGBERT AVE,,
27160000,JUDAH ST,11TH AVE,,
6479000,GREEN ST,DIVISADERO ST,,
12596000,THORNTON AVE,VENUS ST,,
22287000,MERCATO CT,MALTA DR,,
23912000,FARGO PL,BOARDMAN PL,,
53044000,HALIBUT CT,END,,
14169000,GATEVIEW AVE,WESTSIDE DR,,
54023000,ATOLL CIR,END,,
26741000,CHESTNUT ST,BUCHANAN ST,,
51434000,MUIR LOOP,END,,
27211000,ARGUELLO BLVD,CABRILLO ST,,
5202000,ELM ST,POLK ST,,
27645000,21ST AVE,LAKE ST,,
13082000,VALLEJO ST,BATTERY ST,,
13320000,VISITACION AVE,BAY SHORE BLVD,,
25938000,GROVE ST,BUCHANAN ST,,
6790000,HAWES ST,QUESADA AVE,,
7205102,INDUSTRIAL ST,QUESADA AVE,,
25328000,SONOMA ST,GREEN ST,,
12350000,SWEENY ST,BOYLSTON ST,,
52021000,DICKINSON ST,STEUBEN ST,,
25249000,CLAY ST,LEAVENWORTH ST,,
11719000,SCOTT ST,CAPRA WAY,,
51027000,ALLISON ST,END,,
52237000,SAN JOSE AVE,I-280 S OFF RAMP,,
26574000,LAGUNA ST,VALLEJO ST,,
4604000,DAVIDSON AVE,FITCH ST,,
6088201,GEARY BLVD,31ST AVE,,
10233000,PANAMA ST,NIANTIC AVE,,
7825000,WALLER ST,STANYAN ST,,
23410000,36TH AVE,RIVERA ST,,
33115000,RANKIN ST,JERROLD AVE,,
23430000,WAWONA ST,41ST AVE,,
23798000,KING ST,04TH ST,,
51543000,CLARKE ST,LIGGETT AVE,,
24893000,CYRIL MAGNIN ST,EDDY ST,,
2532000,ATHENS ST,PERU AVE,,
8507000,LOWELL ST,HANOVER ST,,
11630000,SANTIAGO ST,38TH AVE,,
2629000,BAKER ST,VALLEJO ST,,
7327000,IRVING ST,LA PLAYA,,
22002000,DAY ST,NOE ST,,
50563000,YORBA ST,END,,
20291000,HESTER AVE,BAY SHORE BLVD,,
24292000,MINNA ST,RUSS ST,,
52036000,MILTON ST,CAYUGA AVE,,
24732000,SACRAMENTO ST,SPRING ST,,
10418000,PIERCE ST,WALLER ST,,
50760000,GALVEZ AVE,END,,
23290000,PACHECO ST,28TH AVE,,
23621000,PENNSYLVANIA AVE,23RD ST,,
24412000,10TH ST,NATOMA ST,,
23388000,SANTIAGO ST,31ST AVE,,
32915000,WILLARD ST,FARNSWORTH LN,,
5530000,FILLMORE ST,HERMANN ST,,
24861000,GREENWICH ST,BATTERY ST,,
20751000,QUESADA AVE,RANKIN ST,,
13204000,VENUS ST,THORNTON AVE,,
9993000,ORIZABA AVE,SHIELDS ST,,
5198000,ELLSWORTH ST,JARBOE AVE,,
25730000,SHARON ST,15TH ST,,
21986000,CONRAD ST,POPPY LN,,
6000201,GARCIA AVE,IDORA AVE,,
33016000,SAINT FRANCIS BLVD,JUNIPERO SERRA BLVD,,
5769003,FRANCISCO ST,END,,
27368000,KIRKHAM ST,21ST AVE,,
30720000,MORRELL PL,BROADWAY,,
13530201,WEBSTER ST,IVY ST,,
1071000,21ST AVE,END,,
26876000,VALLEJO ST,DIVISADERO ST,,
19128000,FUNSTON RD,POPE RD,,
11446000,SAN JOSE AVE,SANTA ROSA AVE,,
19491000,MACARTHUR AVE,PRESIDIO BLVD,,
4346000,CONNECTICUT ST,MARIPOSA ST,,
13328000,VISITACION AVE,REY ST,,
4168000,CLEMENT ST,18TH AVE,,
27994000,46TH AVE,GEARY BLVD,,
20501000,LANE ST,SHAFTER AVE,,
26370000,FULTON ST,LYON ST,,
24703000,SANSOME ST,CLAY ST,,
5601002,FITZGERALD AVE,KEITH ST,,
23604000,HARRISON ST,THE EMBARCADERO,,
9935000,OLORAN AVE,PILGRIM AVE,,
6542000,GRIFFITH ST,SHAFTER AVE,,
8774102,MARKET ST,18TH ST,,
26473000,PARKER AVE,GOLDEN GATE AVE,,
4368000,COPPER ALY,CORBETT AVE,,
19116000,FRENCH CT,HALLECK ST,,
26904000,WOOD ST,LUPINE AVE,,
7521000,MINT PLZ,05TH ST,,
33471000,JUNIPERO SERRA BLVD OFF RAMP,BROTHERHOOD WAY,,
52056000,OCEAN AVE,INGLESIDE PATH,,
25957000,FILLMORE ST,GROVE ST,,
8709101,MARINA BLVD,BAKER ST,,
19267002,HWY 101 SOUTHBOUND,END,,
15053000,UNNAMED 191,BRIDGEVIEW WAY,,
26344000,PAGE ST,MASONIC AVE,,
4934000,DORLAND ST,GUERRERO ST,,
24791000,KEARNY ST,COLUMBUS AVE,,
8885000,MAYWOOD DR,RAVENWOOD DR,,
23992000,FLORIDA ST,22ND ST,,
10756000,PRENTISS ST,CORTLAND AVE,,
26062000,GOLDEN GATE AVE,PIERCE ST,,
20526000,THORNTON AVE,REDDY ST,,
25689000,GUERRERO ST,DORLAND ST,,
27576000,JACKSON ST,CHERRY ST,,
22421000,JUANITA WAY,TERESITA BLVD,,
20083000,MATTHEW CT,ESPANOLA ST,,
10525000,PLYMOUTH AVE,END,,
25742000,ELIZABETH ST,CASTRO ST,,
9543000,NEW MONTGOMERY ST,AMBROSE BIERCE ST,,
10060000,OTTAWA AVE,ROME ST,,
218201,03RD ST,THORNTON AVE,,
9284101,MONTEREY BLVD,PLYMOUTH AVE,,
26933000,PARKER AVE,CALIFORNIA ST,,
13708000,WOODACRE DR,JUNIPERO SERRA BLVD,,
5012000,DUNCAN ST,CAMEO WAY,,
23076000,OCEAN AVE,WOODACRE DR,,
9803000,OAKWOOD ST,18TH ST,,
22859000,VASQUEZ AVE,LAGUNA HONDA BLVD,,
24914000,ELWOOD ST,OFARRELL ST,,
11869000,SICKLES AVE,CAYUGA AVE,,
23449000,WAWONA ST,44TH AVE,,
20512000,THORNTON AVE,LUCY ST,,
20837000,HARKNESS AVE,DELTA ST,,
8788000,MARVEL CT,32ND AVE,,
33601000,SOUTHWOOD DR,PLYMOUTH AVE,,
21456000,KNOTT CT,WATT AVE,,
10877000,QUINTARA ST,42ND AVE,,
33206000,HESTER AVE,PENINSULA AVE,,
20092000,EGBERT AVE,ARELIOUS WALKER DR,,
23570000,18TH ST,03RD ST,,
20131000,OAKDALE AVE,INGALLS ST,,
19450000,LINCOLN BLVD,CRISSY FIELD AVE,,
26420000,FELL ST,CLAYTON ST,,
1975000,44TH AVE,CABRILLO ST,,
11961101,SLOAT BLVD,41ST AVE,,
5498000,FILBERT ST,BOB KAUFMAN ALY,,
27943000,MORAGA ST,GREAT HWY,,
22074000,DELANO AVE,ONEIDA AVE,,
26753000,MAGNOLIA ST,WEBSTER ST,,
8694000,MARIN ST,END,,
6862000,HEARST AVE,BADEN ST,,
22270000,CONGO ST,STILLINGS AVE,,
10935000,RANKIN ST,QUESADA AVE,,
22842000,IDORA AVE,ROCK ALY,,
13057002,VALENCIA ST,ROSA PARKS LN,,
4566000,CUVIER ST,MIRANDO WAY,,
30727000,DRUMM ST,MARKET ST,,
32938000,THORP LN,CLOVER LN,,
21377000,RUSSIA AVE,LA GRANDE AVE,,
25523000,FRANCISCO ST,TAYLOR ST,,
10186000,PAGE ST,CLAYTON ST,,
21727000,ITALY AVE,MADRID ST,,
11951101,SLOAT BLVD,19TH AVE,,
1460000,25TH ST,FOUNTAIN ST,,
9638000,NOE ST,29TH ST,,
26332000,FREDERICK ST,MASONIC AVE,,
22653000,MONTEREY BLVD,YERBA BUENA AVE,,
10075000,PACHECO ST,DEWEY BLVD,,
5842000,FRATESSA CT,END,,
6988000,HOLLOWAY AVE,MONTICELLO ST,,
7413000,JACKSON ST,WALNUT ST,,
5892000,FULTON ST,BRODERICK ST,,
27475000,PARK PRESIDIO BLVD,ANZA ST,,
6626000,HALE ST,BARNEVELD AVE,,
12018201,SOUTH VAN NESS AVE,HOWARD ST,,
52236000,I-280 S OFF RAMP,COUNTY LINE,,
10276000,PARKER AVE,ANZA ST,,
10726000,PRADO ST,CERVANTES BLVD,,
20664000,PALOU AVE,NEWHALL ST,,
10980000,REVERE AVE,END,,
20495000,ARMSTRONG AVE,LANE ST,,
19844000,ARBALLO DR,END,,
7492000,JENNINGS ST,KEY AVE,,
50002000,GILBERT ST,END,,
20964000,SILLIMAN ST,CAMBRIDGE ST,,
23695000,RHODE ISLAND ST,26TH ST,,
9276101,MONTEREY BLVD,EDNA ST,,
6923000,HILL ST,NOE ST,,
690000,16TH AVE,RIVERA ST,,
20908000,SOMERSET ST,SILVER AVE,,
7914000,LA BICA WAY,ROCKDALE DR,,
51523000,OLD MASON ST,MASON ST,,
4858000,DODGE ST,END,,
5560000,FILLMORE ST,VALLEJO ST,,
21154000,FOLSOM ST,CHAPMAN ST,,
50675000,SPENCER ST,END,,
9148101,MISSION ST,COLLEGE TER,,
10630000,POST ST,MASON ST,,
21022000,MARENGO ST,WATERLOO ST,,
22090000,SEMINOLE AVE,CAYUGA AVE,,
27540000,CLEMENT ST,22ND AVE,,
27159000,12TH AVE,KIRKHAM ST,,
11838000,SHOTWELL ST,20TH ST,,
3956000,CHESTNUT ST,STOCKTON ST,,
23101000,ACEVEDO AVE,ARBALLO DR,,
26930000,GEARY BLVD,PARKER AVE,,
7945000,LAGUNA ST,LILY ST,,
11252000,SACRAMENTO ST,OCTAVIA ST,,
12946000,UNNAMED 069,BRUNSWICK ST,,
21575000,LAKEVIEW AVE,SAN JOSE AVE,,
51157000,RAMSELL ST,END,,
26945000,SPRUCE ST,SACRAMENTO ST,,
19962000,FONTINELLA TER,DE HARO ST,,
6289000,GOLDEN GATE AVE,WILLARD ST,,
12825000,ULLOA ST,47TH AVE,,
21073000,PRENTISS ST,TOMPKINS AVE,,
21735000,FRANCE AVE,MISSION ST,,
26037000,FILLMORE ST,FELL ST,,
8061000,LAKEVIEW AVE,SAN JOSE AVE,,
25054000,PACIFIC AVE,CORDELIA ST,,
8969000,MENDELL ST,BANCROFT AVE,,
10901000,RAMSELL ST,END,,
10324000,PEMBERTON PL,VILLA TER,,
24049000,16TH ST,FLORIDA ST,,
21428000,ROLPH ST,NAPLES ST,,
24354000,HOWARD ST,12TH ST,,
25486000,MASON ST,JEFFERSON ST,,
20348000,VISITACION AVE,CORA ST,,
13319000,VISITACION AVE,END,,
25654000,ELIZABETH ST,SANCHEZ ST,,
4099000,CLAY ST,MASON ST,,
21149000,CHAPMAN ST,BANKS ST,,
25903000,PAGE ST,BUCHANAN ST,,
51345000,RUCKMAN AVE,STOREY AVE,,
6869000,HELEN ST,END,,
33453000,DE LONG ST,END,,
1934000,42ND AVE,JUDAH ST,,
51124000,FARRAGUT AVE,END,,
26638000,PIERCE ST,SACRAMENTO ST,,
454000,09TH ST,FOLSOM ST,,
1798000,JOHN F KENNEDY DR,END,,
20756000,SELBY ST,QUESADA AVE,,
54151000,DON CHEE WAY,THE EMBARCADERO,,
54222000,DIAMOND COVE TER,END,,
2377000,APTOS AVE,DARIEN WAY,,
13765000,YORBA ST,END,,
26726000,FRANCISCO ST,GOUGH ST,,
4818101,DIVISADERO ST,SACRAMENTO ST,,
23094000,GONZALEZ DR,ARBALLO DR,,
1220000,23RD AVE,JUDAH ST,,
30760000,NOBLES ALY,GRANT AVE,,
6334000,GOUGH ST,FERN ST,,
4533000,CRISP RD,QUESADA AVE,,
34064000,06TH TI ST,AVENUE M,,
2466000,CESAR CHAVEZ ST,MICHIGAN ST,,
5041000,EARL ST,EVANS AVE,,
5857000,FREELON ST,ZOE ST,,
23153000,WAWONA ST,17TH AVE,,
725000,16TH ST,CAPP ST,,
8378201,LINCOLN WAY,40TH AVE,,
11899000,SILVER AVE,CONGDON ST,,
9355000,MORAGA ST,30TH AVE,,
50977000,MUNICH ST,END,,
34101000,13TH TI ST,KEPPLER CT,,
11739000,SELBY ST,EVANS AVE,,
25389000,GRANT AVE,PFEIFFER ST,,
4773000,DIAMOND ST,BOSWORTH ST,,
5661000,FOLSOM ST,HAWTHORNE ST,,
22781000,MERCEDES WAY,CEDRO AVE,,
5058000,EDDY ST,CYRIL MAGNIN ST,,
8167000,LAURA ST,MISSION ST,,
7829000,KIMBALL PL,END,,
11463000,SAN JOSE AVE,END,,
52173000,UNNAMED 108,END,,
27959000,JUDAH ST,GREAT HWY,,
19568000,MORTON ST,SIBLEY RD,,
7758000,KEARNY ST,CLAY ST,,
9813201,OCEAN AVE,DELANO AVE,,
6629000,HALLAM ST,FOLSOM ST,,
25988000,STEINER ST,GERMANIA ST,,
25565000,LOMBARD ST,HYDE ST,,
26427000,STANYAN ST,FREDERICK ST,,
10988096,REY ST,SUNNYDALE AVE,,
30718000,FILBERT ST,SANSOME ST,,
25759000,JERSEY ST,DIAMOND ST,,
13279000,VICKSBURG ST,JERSEY ST,,
7691000,JUDSON AVE,FRIDA KAHLO WAY,,
27669000,SCENIC WAY,26TH AVE,,
24692000,SACRAMENTO ST,BATTERY ST,,
23559000,MICHIGAN ST,20TH ST,,
5527000,FILBERT ST,BRODERICK ST,,
26029000,PAGE ST,DIVISADERO ST,,
19129000,GALEWOOD CIR,END,,
1878000,39TH AVE,SANTIAGO ST,,
22536000,PAYSON ST,CHESTER AVE,,
12962000,JUNIPERO SERRA BLVD,WYTON LN,,
27695000,ORTEGA ST,37TH AVE,,
33315000,STONEYBROOK AVE,ALEMANY BLVD,,
25568000,LOMBARD ST,MONTCLAIR TER,,
7670000,JUDAH ST,35TH AVE,,
8027000,LAKE ST,18TH AVE,,
10538000,POINT LOBOS AVE,44TH AVE,,
1973000,44TH AVE,ANZA ST,,
19984000,04TH ST,CHINA BASIN ST,,
25909000,OCTAVIA ST,PAGE ST,,
22208000,HAROLD AVE,GRAFTON AVE,,
24727000,PETRARCH PL,PINE ST,,
10254000,PARIS ST,PERSIA AVE,,
51310000,LINCOLN BLVD,RILEY AVE,,
20352000,SUNNYDALE AVE,RUTLAND ST,,
21418000,POPE ST,HANOVER ST,,
20289000,TUNNEL AVE,BLANKEN AVE,,
26099000,22ND ST,HOFFMAN AVE,,
2047000,47TH AVE,LAWTON ST,,
7895000,KIRKWOOD AVE,NEWHALL ST,,
26144000,18TH ST,DOUGLASS ST,,
20572000,GIRARD ST,MANSELL ST,,
7412000,JACKSON ST,PRESIDIO AVE,,
10987000,REY ST,LELAND AVE,,
22427000,AGUA WAY,LA BICA WAY,,
4772000,DIAMOND ST,KERN ST,,
8846000,MASONIC AVE,TURK BLVD,,
25062000,JOHN ST,POWELL ST,,
11001000,RHODE ISLAND ST,SOUTHERN HEIGHTS AVE,,
10000101,ORTEGA ST,11TH AVE,,
27733000,JUDAH ST,36TH AVE,,
21917000,CHURCH ST,26TH ST,,
33546000,PACIFIC AVE,SPRUCE ST,,
22416000,CITYVIEW WAY,MIDCREST WAY,,
5750000,FRANCE AVE,VIENNA ST,,
21920000,SANCHEZ ST,27TH ST,,
22167000,MOUNT VERNON AVE,OTEGA AVE,,
20866000,DWIGHT ST,DARTMOUTH ST,,
21799000,CAPISTRANO AVE,SAN JUAN AVE,,
33601000,PLYMOUTH AVE,SOUTHWOOD DR,,
23243000,SLOAT BLVD,PALOS PL,,
1985000,44TH AVE,QUINTARA ST,,
33541000,FONT BLVD,LAKE MERCED BLVD,,
4301000,COLUMBUS AVE,LOMBARD ST,,
3050000,BOWLING GREEN DR,NANCY PELOSI DR,,
20458000,JENNINGS ST,INGERSON AVE,,
11232000,SACRAMENTO ST,BROOKLYN PL,,
20505000,LANE ST,VAN DYKE AVE,,
20633000,WAYLAND ST,GIRARD ST,,
28106000,PARK PRESIDIO BYPASS DR,CROSSOVER DR,,
8809000,MASON ST,HOOKER ALY,,
26645000,PIERCE ST,CLAY ST,,
11241001,SACRAMENTO ST,JONES ST,,
25936000,IVY ST,BUCHANAN ST,,
8829000,MASON ST,FILBERT ST,,
22778000,MONCADA WAY,CEDRO AVE,,
27433000,26TH AVE,IRVING ST,,
33705000,STATE DR,LAKE MERCED BLVD,,
9300000,MONTGOMERY ST,PINE ST,,
22236000,JUDSON AVE,FRIDA KAHLO WAY,,
24755000,COMMERCIAL ST,MONTGOMERY ST,,
10523000,PLYMOUTH AVE,OCEAN AVE,,
15185201,GIRARD RD,EDIE RD,,
51261000,ARGUELLO BLVD,SHERIDAN AVE,,
9737000,OFARRELL ST,HOLLIS ST,,
21958000,POPPY LN,DIAMOND ST,,
27548000,26TH AVE,ANZA ST,,
26951000,JACKSON ST,SPRUCE ST,,
12820000,ULLOA ST,42ND AVE,,
26118000,BURNETT AVE,GARDENSIDE DR,,
22589000,HOLLOWAY AVE,MIRAMAR AVE,,
9211000,MISSOURI ST,19TH ST,,
5093000,EDINBURGH ST,ITALY AVE,,
13382000,WALNUT ST,JACKSON ST,,
1930000,42ND AVE,BALBOA ST,,
33431000,NIANTIC AVE,PANAMA ST,,
3123000,BRIDGEVIEW DR,END,,
2772000,BAY ST,KEARNY ST,,
13433000,WASHINGTON ST,VAN NESS AVE,,
26091000,21ST ST,WORTH ST,,
9837101,OCEAN AVE,PINEHURST WAY,,
13564000,WEBSTER ST,BEACH ST,,
6022000,GATES ST,POWHATTAN AVE,,
12964000,UNNAMED 080,END,,
26685000,VAN NESS AVE,FILBERT ST,,
5743000,FRANCE AVE,MISSION ST,,
33855000,MARYLAND ST,22ND ST,,
22001000,TOPAZ WAY,GOLD MINE DR,,
24547000,SPEAR ST,HOWARD ST,,
26081000,HOMESTEAD ST,24TH ST,,
35041000,DORCAS WAY,FOERSTER ST,,
9450000,MUNICH ST,RUSSIA AVE,,
6394000,GRANT AVE,COMMERCIAL ST,,
23674000,MARIPOSA ST,MISSISSIPPI ST,,
19389002,INCINERATOR RD,COWLES ST,,
51199000,RAWLES ST,SHAFTER RD,,
4721000,DESMOND ST,VISITACION AVE,,
6003000,GARDENSIDE DR,VISTA LN,,
27202000,MCALLISTER ST,WILLARD ST,,
25014000,CLAY ST,POWELL ST,,
4576000,CONTINUUM WAY,END,,
15189000,MISSION BAY CIR,OWENS ST,,
10964000,REPOSA WAY,ROCKDALE DR,,
2622000,BAKER ST,SACRAMENTO ST,,
21509000,OTTAWA AVE,ELLINGTON AVE,,
24820000,SANSOME ST,VALLEJO ST,,
32972000,VISTA LN,BURNETT AVE,,
27503000,CLEMENT ST,18TH AVE,,
6575102,GUERRERO ST,CLINTON PARK,,
22616000,ORIZABA AVE,HOLLOWAY AVE,,
8779000,MARNE AVE,MIRALOMA DR,,
6281000,GOLDEN GATE AVE,MASONIC AVE,,
10985000,REVERE AVE,SELBY ST,,
28005000,SEAL ROCK DR,ALTA MAR WAY,,
52410000,HAWES ST,EVANS AVE,,
26775000,TOLEDO WAY,PIERCE ST,,
10371000,PERSIA AVE,ATHENS ST,,
11685000,SCOTT ST,PAGE ST,,
12405000,TARAVAL ST,29TH AVE,,
8381201,LINCOLN WAY,43RD AVE,,
27272000,FULTON ST,07TH AVE,,
50832000,NUEVA AVE,END,,
20222000,MENDELL ST,KIRKWOOD AVE,,
21561000,NAGLEE AVE,ALEMANY BLVD,,
24241000,SOUTH VAN NESS AVE,13TH ST,,
24492000,STILLMAN ST,02ND ST,,
24407000,STEVENSON ST,GOUGH ST,,
10999000,RHODE ISLAND ST,19TH ST,,
13156102,VAN NESS AVE,AUSTIN ST,,
3979000,CHESTNUT ST,STEINER ST,,
21186000,MOULTRIE ST,CRESCENT AVE,,
2227000,ALVARADO ST,SANCHEZ ST,,
6827000,HAYES ST,BAKER ST,,
8580000,LYON ST,GREENWICH ST,,
2484201,CESAR CHAVEZ ST,ALABAMA ST,,
26582000,CHARLTON CT,UNION ST,,
11822000,SHIP ST,EGBERT AVE,,
4957000,DOUGLASS ST,25TH ST,,
33084000,JENNINGS ST,BURKE AVE,,
35066000,JEFFERSON ST,AL SCOMA WAY,,
23045000,GRIJALVA DR,JUAN BAUTISTA CIR,,
52175000,JOHNSTONE DR,END,,
24172000,VALENCIA ST,SYCAMORE ST,,
26755000,FRANCISCO ST,LAGUNA ST,,
26223000,CHRISTMAS TREE POINT RD,TWIN PEAKS BLVD,,
50052000,ELDRIDGE ST,END,,
25754000,21ST ST,CASTRO ST,,
7611000,JOOST AVE,EDNA ST,,
27157000,LINCOLN WAY,10TH AVE,,
26039000,PIERCE ST,FELL ST,,
12832000,UNION ST,FRONT ST,,
4486000,CRESCENT AVE,AGNON AVE,,
11596000,SANTA YNEZ AVE,OCEAN AVE,,
54135000,BATTERY SAFFORD RD,END,,
27156000,LINCOLN WAY,09TH AVE,,
25884000,DUBOCE AVE,CHURCH ST,,
20770000,SILVER AVE,SAN BRUNO AVE,,
9651000,NORIEGA ST,17TH AVE,,
7472000,JENNINGS ST,END,,
12579201,THOMAS MELLON DR,END,,
19876000,UNNAMED 161,SIBERT LOOP,,
50750000,NEWHALL ST,END,,
21391000,ROLPH ST,PRAGUE ST,,
6808000,HAWKINS LN,JAKEY CT,,
4031000,CHURCH ST,26TH ST,,
54096000,GENE FRIEND WAY,OWENS ST,,
2954000,BERRY ST,04TH ST,,
7037000,HOWARD ST,HAWTHORNE ST,,
7495000,JERROLD AVE,DONAHUE ST,,
4634000,DE HARO ST,19TH ST,,
51274000,LINCOLN BLVD,END,,
23420000,PACHECO ST,36TH AVE,,
54196000,EAST BEACH RD,UNNAMED 064,,
20232000,NEWHALL ST,MENDELL ST,,
23440000,40TH AVE,TARAVAL ST,,
8209000,LAWTON ST,29TH AVE,,
7411000,JACKSON ST,LYON ST,,
4266201,COLLEGE AVE,MURRAY ST,,
51414000,FUNSTON AVE,END,,
23649000,19TH ST,PENNSYLVANIA AVE,,
6753000,HARRISON ST,20TH ST,,
54153000,CLAY ST,HANGAH ST,,
25466000,CHESTNUT ST,VENARD ALY,,
32871000,ORTEGA ST,CASCADE WALK,,
27553000,GEARY BLVD,25TH AVE,,
11868000,SICKLES AVE,SEARS ST,,
13481000,WAWONA ST,25TH AVE,,
14158000,AVENUE N,04TH TI ST,,
22843000,ROCKWOOD CT,ROCKAWAY AVE,,
23413000,QUINTARA ST,34TH AVE,,
32842000,JOHN F KENNEDY DR,BERNICE RODGERS WAY,,
7192000,INDIA ST,BURKE AVE,,
22773000,SANTA ANA AVE,DARIEN WAY,,
26301000,STANYAN ST,GRATTAN ST,,
12205000,STOCKTON ST,CLAY ST,,
21319000,COLERIDGE ST,VIRGINIA AVE,,
1577000,28TH AVE,CALIFORNIA ST,,
9381000,MORRIS ST,HARRISON ST,,
52017000,SAUL ST,HUNTER ST,,
7487000,JENNINGS ST,FITZGERALD AVE,,
19738000,TAYLOR RD,LINCOLN BLVD,,
26863000,JACKSON ST,BAKER ST,,
1403000,25TH ST,MICHIGAN ST,,
50958000,ERVINE ST,END,,
26430000,HAIGHT ST,SHRADER ST,,
27219000,LORAINE CT,ANZA ST,,
25276000,JACKSON ST,HYDE ST,,
11074000,RIVERA ST,40TH AVE,,
24069000,CYPRESS ST,24TH ST,,
24232000,10TH ST,SHERIDAN ST,,
9200000,MISSISSIPPI ST,17TH ST,,
35073000,CURTIS ST,NAPLES ST,,
5570101,FILLMORE ST,NORTH POINT ST,,
4524000,CRESTLINE DR,VISTA LN,,
6455000,GREEN ST,POWELL ST,,
22787000,OCEAN AVE,PALOMA AVE,,
21929000,NATICK ST,CHENERY ST,,
13626000,WILDE AVE,GIRARD ST,,
5633000,FLORIDA ST,PRECITA AVE,,
11426000,SAN JOSE AVE,22ND ST,,
23751000,CAROLINA ST,16TH ST,,
27214000,ARGUELLO BLVD,EDWARD ST,,
51102000,ELLINGTON AVE,END,,
23951000,25TH ST,YORK ST,,
20564000,SALINAS AVE,GOULD ST,,
51465000,RED ROCK WAY,END,,
2383000,ARBALLO DR,PINTO AVE,,
13537201,WEBSTER ST,ELLIS ST,,
4962000,DOUGLASS ST,DUNCAN ST,,
27673000,ORTEGA ST,30TH AVE,,
23682000,CONNECTICUT ST,MARIPOSA ST,,
24147000,SAN CARLOS ST,21ST ST,,
21506000,FLORENTINE AVE,MORSE ST,,
11968000,SOMERSET ST,FELTON ST,,
5526000,FILBERT ST,DIVISADERO ST,,
8416000,LOBOS ST,CAINE AVE,,
8744102,MARKET ST,ANNIE ST,,
920101,19TH AVE,SANTIAGO ST,,
7156000,ICEHOUSE ALY,END,,
23195000,TARAVAL ST,20TH AVE,,
6575103,GUERRERO ST,BROSNAN ST,,
26623000,POST ST,DIVISADERO ST,,
23824000,BLUXOME ST,05TH ST,,
23774000,KANSAS ST,17TH ST,,
13252000,VICENTE ST,26TH AVE,,
11702000,SCOTT ST,PINE ST,,
8250000,LEAVENWORTH ST,ACORN ALY,,
25912000,OCTAVIA ST,HICKORY ST,,
27249000,GEARY BLVD,05TH AVE,,
24195000,HAMPSHIRE ST,ALAMEDA ST,,
9788000,OAKDALE AVE,03RD ST,,
4274000,COLLINS ST,MAYFAIR DR,,
28173000,FELTON ST,SAN BRUNO AVE,,
25753000,CASTRO ST,22ND ST,,
27348000,ALOHA AVE,LOMITA AVE,,
13784000,YOSEMITE AVE,LANE ST,,
20300000,SAN BRUNO AVE,BEEMAN LN,,
9985000,ORIZABA AVE,FARALLONES ST,,
21208000,ANDERSON ST,CORTLAND AVE,,
7087000,HUGO ST,06TH AVE,,
26833000,LYON ST,BUSH ST,,
11676000,SCHWERIN ST,KELLOCH AVE,,
25281000,HYDE ST,LYNCH ST,,
4920000,PACHECO ST,END,,
30744000,LARKIN ST,HAYES ST,,
26581000,GREEN ST,BUCHANAN ST,,
30751000,MARKET ST,ROSE ST,,
51260000,MORAGA AVE,GRAHAM ST,,
23030000,LYNDHURST DR,STRATFORD DR,,
51202000,PRESIDIO BLVD,SHAFTER RD,,
1429000,25TH ST,HARRISON ST,,
4904000,DONNER AVE,SHIP ST,,
9589000,NEY ST,CRAUT ST,,
20773000,HELENA ST,BAY SHORE BLVD,,
8454101,LOMBARD ST,FRANKLIN ST,,
20974000,SWEENY ST,CAMBRIDGE ST,,
25330000,GRANT AVE,COLUMBUS AVE,,
19364000,I-80 EASTBOUND,I-80 E ON RAMP,,
2221002,ALTA ST,END,,
10881000,QUINTARA ST,46TH AVE,,
50646000,ROCK ALY,ROCKAWAY AVE,,
25569000,CHESTNUT ST,END,,
27697000,SUNSET BLVD,NORIEGA ST,,
23079000,OCEAN AVE,19TH AVE,,
33331000,STONEYFORD AVE,GLADSTONE DR,,
51326000,LINCOLN BLVD,END,,
22864000,MERCED AVE,HERNANDEZ AVE,,
26383000,MASONIC AVE,GOLDEN GATE AVE,,
24313000,MISSION ST,09TH ST,,
